Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
navan customer service number usa,2,2,50,19,1.43,https://navan.com/expense-support,1,0,1.00,0.08,63,"[9,18,9,18,36,100,100]",2024-12-28,"Sitelinks, Related searches","navigational, transactional",Organic
per diem united kingdom,6,6,50,16,0.00,https://navan.com/uk/blog/news-updates/per-diems-in-the-uk,1,0,0.00,0,3020000,"[18,18,81,100,81,45,63,45,45,18,18,45]",2024-12-21,"Image pack, People also ask, Related searches",informational,Organic
navan austin office,3,3,70,31,17.14,https://navan.com/contact,1,0,17.00,0.07,82,"[18,27,45,36,63,100,81,81,100,63,63,63]",2024-12-22,"Knowledge panel, Image pack, Sitelinks, Reviews, People also ask, Related searches","informational, navigational",Organic
company retreat locations near me,4,4,30,10,6.23,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,1,0,6.00,0.66,100000000,"[7,7,7,7,11,15,15,19,19,15,15,19]",2025-01-03,"Local pack, Reviews, Related searches",transactional,Organic
navan customer service phone number,2,2,70,17,0.00,https://navan.com/expense-support,1,0,0.00,0,56,"[17,23,23,52,41,5,5,11,100,52,52,64]",2025-01-02,"Sitelinks, Related searches","navigational, transactional",Organic
travel profile,7,7,90,11,0.00,https://navan.com/uk/resources/glossary/what-is-traveller-profile,1,0,0.00,0,1390000000,"[14,10,18,14,14,22,18,18,18,18,22,29]",2024-12-12,"Image pack, People also ask, Related searches",informational,Organic
whats currency exchange,5,5,50,65,0.00,https://navan.com/resources/glossary/what-is-foreign-currency-exchange,1,0,0.00,0.02,495000000,"[18,18,18,18,18,100,81,63,63,45,81,18]",2025-01-05,"Knowledge panel, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
ems reservation system,3,3,110,79,5.54,https://navan.com/,1,0,5.00,0.17,17,"[22,14,29,29,22,22,10,10,29,22,35,43]",2024-12-22,"Sitelinks, Ads bottom, Related searches",navigational,Organic
fysical year,6,6,70,52,0.73,https://navan.com/resources/glossary/what-is-fiscal-year,1,0,0.00,0.12,569000000,"[0,0,23,0,1,3,100,0,0,0,3,0]",2024-12-26,"Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
budget carriers,5,5,210,50,0.73,https://navan.com/resources/glossary/low-cost-carrier,1,0,0.00,0.39,42400000,"[0,0,0,0,0,0,0,0,0,100,0,0]",2024-12-19,"Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches",commercial,Organic
what is leisure travel,4,4,110,31,0.00,https://navan.com/blog/traveler-experience/what-is-the-difference-between-leisure-and-business-travel,1,0,0.00,0,1350000000,"[52,52,52,82,82,82,82,82,82,82,82,100]",2024-12-25,"Knowledge panel, Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
define car allowance,4,4,70,21,0.00,https://navan.com/resources/glossary/car-allowance,1,0,0.00,0.02,5830000,"[0,18,81,100,81,81,81,81,100,18,100,45]",2024-12-22,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
what are ndc fares,3,3,50,20,0.00,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,1,0,0.00,0.03,323000,"[36,18,18,36,81,100,100,18,18,27,18,27]",2025-01-02,"Reviews, Video, Featured snippet, Image, People also ask, Related searches, AI overview",informational,Organic
what is baggage allowance,4,4,50,33,0.00,https://navan.com/resources/glossary/baggage-allowance,1,0,0.00,0.01,17700000,"[18,63,18,36,81,63,81,81,63,100,27,18]",2024-12-12,"Knowledge panel, Reviews, Image, People also ask, Related searches",informational,Organic
navan news,2,2,70,23,400.00,https://navan.com/blog/news,1,0,400.00,0.08,5760000,"[11,64,41,41,41,41,52,41,41,41,41,29]",2025-01-02,"Sitelinks, Reviews, Twitter carousel, Related searches","navigational, transactional",Organic
navan news,3,3,70,23,400.00,https://navan.com/press/news,1,0,400.00,0.08,5760000,"[11,64,41,41,41,41,52,41,41,41,41,29]",2025-01-02,"Sitelinks, Reviews, Twitter carousel, Related searches","navigational, transactional",Organic
define: liquidation,4,4,70,52,0.00,https://navan.com/resources/glossary/what-is-liquidation,1,0,0.00,0,12100000,"[0,0,0,0,0,0,100,0,0,0,0,0]",2025-01-03,"Instant answer, Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
business travel providers,9,9,390,74,75.45,https://navan.com/,1,0,75.00,0.05,748000000,"[32,7,39,48,48,48,32,39,72,32,39,72]",2024-12-22,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
navan expense management,3,3,170,28,97.06,https://navan.com/pricing,1,0,97.00,0.35,48,"[34,34,43,34,43,43,65,43,43,53,100,53]",2024-12-15,"Image pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches",transactional,Organic
navan expense management,4,4,170,28,97.06,https://navan.com/resources/glossary/what-is-expense-report,1,0,97.00,0.35,48,"[34,34,43,34,43,43,65,43,43,53,100,53]",2024-12-15,"Image pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches",transactional,Organic
navan expense management,6,6,170,28,97.06,https://navan.com/energy-and-utilities,1,0,97.00,0.35,48,"[34,34,43,34,43,43,65,43,43,53,100,53]",2024-12-15,"Image pack, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches",transactional,Organic
hotel corporate rates,9,9,140,27,40.60,https://navan.com/blog/cost-savings/corporate-hotel-discounts-for-small-businesses,1,0,40.00,0.42,214000000,"[11,15,15,18,35,23,18,18,18,11,15,66]",2024-12-28,"Knowledge panel, Sitelinks, Reviews, Video, Image, Ads top, People also ask, Related searches",commercial,Organic
what's a liability,9,9,110,57,0.00,https://navan.com/resources/glossary/what-is-liability,1,0,0.00,0,402000000,"[65,65,65,65,26,42,26,26,26,19,26,26]",2025-01-04,"Instant answer, Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
app.navan.com app/user/qr,6,6,70,11,21.58,https://navan.com/resources/glossary/what-is-mobile-boarding-pass,1,0,21.00,0.03,29,"[4,4,9,9,9,9,9,52,80,100,80,33]",2025-01-06,"Sitelinks, Reviews, People also ask, Related searches",navigational,Organic
how wide is an airline seat,9,1,210,28,0.00,https://navan.com/resources/glossary/what-is-seat-width,1,0,0.00,0,13700000,"[28,43,66,100,66,82,82,66,53,43,43,28]",2025-01-07,"Sitelinks, Featured snippet, Image, People also ask, Related searches, AI overview",informational,Organic
what is a standby passenger,6,6,70,21,0.00,https://navan.com/resources/glossary/what-is-standby-passenger,1,0,0.00,0,3850000,"[17,12,17,10,17,12,17,23,28,23,12,12]",2024-12-31,"Image pack, Sitelinks, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
out of pocket expenses examples,6,6,70,16,0.00,https://navan.com/resources/glossary/what-is-out-of-pocket-expense,1,0,0.00,0.02,19500000,"[63,63,81,63,81,63,63,45,45,45,45,63]",2025-01-02,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is liquidating a business,6,6,90,45,0.00,https://navan.com/resources/glossary/what-is-liquidation,1,0,0.00,0,10800000,"[35,100,64,35,64,50,64,64,64,50,50,64]",2024-12-15,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
work packing,8,8,90,18,1.09,https://navan.com/blog/traveler-experience/what-to-pack-for-a-business-trip-in-the-u-s,1,0,1.00,0.56,353000000,"[0,0,82,41,82,100,64,64,82,64,52,64]",2024-12-26,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
navan nyc,5,5,210,22,0.00,https://navan.com/careers,1,0,0.00,0.13,85,"[14,22,18,22,29,54,43,54,81,100,35,18]",2024-12-27,"Local pack, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",navigational,Organic
navan phone numbers,2,2,50,11,0.00,https://navan.com/expense-support,1,0,0.00,0,48,"[14,14,14,14,14,0,64,64,64,50,35,50]",2024-12-21,"Sitelinks, Related searches",transactional,Organic
what is online check in,6,6,70,42,0.00,https://navan.com/resources/glossary/what-is-online-check-in,1,0,0.00,0,13640000000,"[9,52,9,9,9,14,42,42,52,80,9,9]",2024-12-28,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
skycap checkin,5,5,70,13,0.00,https://navan.com/resources/glossary/what-is-skycap,1,0,0.00,0,18100,"[50,100,78,28,78,50,50,64,50,50,35,35]",2025-01-02,"Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums",informational,Organic
booking ems,7,7,50,73,2.79,https://navan.com/,1,0,2.00,0.95,28,"[66,66,0,0,0,0,66,52,52,0,0,9]",2024-12-14,"Sitelinks, Reviews, Related searches",commercial,Organic
definition for reimbursement,7,7,1300,60,0.00,https://navan.com/resources/glossary/what-is-reimbursement,1,0,0.00,0,41300000,"[100,52,68,84,84,11,84,68,84,25,37,20]",2025-01-04,"Instant answer, Image pack, Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
trip expense report,5,5,140,24,9.44,https://navan.com/blog/traveler-experience/travel-expense-reporting-ultimate-guide,1,0,9.00,0.22,142000000,"[34,15,42,80,65,80,65,65,53,42,53,34]",2025-01-05,"Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
flyer number,5,5,90,16,0.00,https://navan.com/resources/glossary/frequent-flyer-number,1,0,0.00,0,327000000,"[42,52,42,52,33,33,42,33,23,33,42,33]",2025-01-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ilan twig,8,8,70,13,0.00,https://navan.com/about/leadership,1,0,0.00,0,57,"[23,23,23,33,23,42,9,9,9,80,52,9]",2024-12-28,"Image pack, Reviews, Video, Image",informational,Organic
tripactions customer service,5,5,40,11,0.00,https://navan.com/,1,0,0.00,0,36,"[4,4,4,4,4,4,4,4,4,4,4,43]",2024-12-15,"Sitelinks, Image, Related searches",informational,Organic
tripactions customer service,7,7,40,11,0.00,https://navan.com/resources/customer-resources,1,0,0.00,0,36,"[4,4,4,4,4,4,4,4,4,4,4,43]",2024-12-15,"Sitelinks, Image, Related searches",informational,Organic
small group retreat locations near me,7,7,90,12,3.09,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,1,0,3.00,0.52,167000000,"[23,23,33,23,42,33,23,42,100,66,52,42]",2025-01-01,"Local pack, Image pack, Reviews, Related searches",transactional,Organic
best b2b travel insurance portal,2,2,30,16,0.00,https://navan.com/blog/insights-trends/the-7-best-b2b-travel-solutions-for-corporate-efficiency,1,0,0.00,0,12700000,"[100,66]",2025-01-02,"Reviews, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
what is an allocation,10,10,210,43,0.00,https://navan.com/resources/glossary/what-is-allocation,1,0,0.00,0,464000000,"[26,11,17,32,59,17,32,21,26,9,11,11]",2024-12-24,"Image pack, Video, People also ask, Related searches",informational,Organic
clara liang stripe,5,5,30,10,0.00,https://navan.com/about/press/navan-clara-liang-board-of-directors,1,0,0.00,0,65,"[18,18,27,18,45,18,45,27,36,18,18,18]",2025-01-04,"Image pack, Image",informational,Organic
aisle on plane,7,7,140,32,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,1,0,0.00,0,32700000,"[21,21,28,43,34,34,34,53,43,100,100,28]",2025-01-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
meaning of out of pocket expenses,6,6,70,35,0.00,https://navan.com/resources/glossary/what-is-out-of-pocket-expense,1,0,0.00,0,26700000,"[63,63,100,63,100,81,81,63,63,63,45,63]",2024-12-30,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
auditing is,8,8,90,62,0.00,https://navan.com/resources/glossary/what-is-auditing,1,0,0.00,0.01,1210000000,"[23,28,35,12,5,7,10,10,28,23,35,28]",2024-12-19,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
business travel system,7,7,210,78,57.43,https://navan.com/,1,0,57.00,0.05,1930000000,"[81,6,15,54,54,66,35,15,35,28,66,35]",2024-12-27,"Sitelinks, Reviews, Image, Ads top, Video Carousel, People also ask, Related searches, Discussions and forums, Ads middle",commercial,Organic
plane exit,4,4,50,23,0.00,https://navan.com/resources/glossary/what-is-emergency-exit-row,1,0,0.00,0.02,88500000,"[55,55,100,55,55,55,55,55,77,55,55,55]",2024-12-13,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
navan san francisco,3,3,110,24,0.00,https://navan.com/contact,1,0,0.00,0.11,87,"[64,64,52,41,52,52,82,82,64,64,64,100]",2024-12-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related searches","informational, navigational",Organic
navan support phone number,2,1,50,19,0.00,https://navan.com/expense-support,1,0,0.00,0,5140000,"[18,45,27,27,81,100,81,100,100,18,18,18]",2025-01-08,"Sitelinks, Reviews, People also ask, Twitter carousel, Related searches",transactional,Organic
cancellable tickets,7,7,70,41,0.53,https://navan.com/resources/glossary/what-is-rufundable-ticket,1,0,0.00,0.07,146000,"[11,11,11,11,11,11,64,52,82,52,41,64]",2024-12-21,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
www e ticket,6,6,50,44,0.56,https://navan.com/resources/glossary/what-is-electronic-ticket,1,0,0.00,0.11,1610000000,"[71,100,100,100,42,71,71,71,42,42,28,42]",2024-12-13,"Reviews, Related searches",commercial,Organic
fraudulent expenses,6,6,50,12,0.00,https://navan.com/resources/glossary/what-is-expense-fraud,1,0,0.00,0.01,21400000,"[0,0,100,0,52,41,41,29,29,11,29,41]",2024-12-24,"Image pack, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
eft management,5,1,50,12,0.00,https://navan.com/resources/glossary/what-is-electronic-funds-transfer-eft,1,0,0.00,0,12600000,"[18,18,18,18,18,45,63,45,63,81,63,45]",2025-01-07,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
ndc airfare,6,6,50,16,4.96,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,1,0,4.00,0.06,174000,"[18,18,81,100,81,81,18,18,18,18,18,18]",2024-12-23,"Video, Image, People also ask, Related searches",informational,Organic
events 365 travel agent login,3,3,70,99,0.00,https://navan.com/,1,0,0.00,0.02,26,"[11,11,11,11,11,11,52,100,64,11,64,100]",2024-12-23,"Sitelinks, Related searches","navigational, transactional",Organic
skycap check in,6,6,90,23,0.00,https://navan.com/resources/glossary/what-is-skycap,1,0,0.00,0,86,"[100,50,28,78,64,64,78,64,78,35,35,35]",2025-01-04,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
seat width by airline,5,5,90,31,0.00,https://navan.com/resources/glossary/what-is-seat-width,1,0,0.00,0,22200000,"[42,42,66,66,80,33,33,23,23,23,23,52]",2024-12-21,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
thomson flights manage your booking,5,5,40,84,0.00,https://navan.com/,1,0,0.00,0,23,"[0,0,0,100,28,0,0,0,0,2,0,0]",2024-12-25,"Sitelinks, Related searches",commercial,Organic
car allowances,5,5,70,17,4.37,https://navan.com/resources/glossary/car-allowance,1,0,4.00,0.04,23500000,"[2,2,2,0,100,2,17,7,10,10,12,10]",2025-01-04,"Image pack, Reviews, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ndc fare,5,5,70,24,5.81,https://navan.com/blog/technology-and-innovation/what-is-new-distribution-capability-explained,1,0,5.00,0.11,457000,"[64,5,11,41,64,82,82,41,41,11,29,17]",2024-12-14,"Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
grant mcgrail,7,7,70,18,0.00,https://navan.com/blog/news/grant-mcgrail-chief-revenue-officer-tripactions,1,0,0.00,0,168000,"[33,42,23,42,42,33,33,33,23,23,33,33]",2024-12-12,"Image pack, Reviews, Video, Image, Related searches",informational,Organic
ems booking system,4,4,110,88,6.31,https://navan.com/,1,0,6.00,0.07,28,"[15,28,28,28,21,15,15,34,28,28,34,100]",2025-01-04,"Sitelinks, Related searches",navigational,Organic
what is t&e,10,10,390,21,0.00,https://navan.com/resources/glossary/what-is-travel-and-expense-t-and-e,1,0,0.00,0,1010000,"[66,66,81,66,66,66,66,66,81,81,100,81]",2024-12-25,"Reviews, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
prepaid expenses are,7,7,140,34,0.00,https://navan.com/resources/glossary/what-is-prepaid-expense,1,0,0.00,0,41600000,"[7,5,17,39,17,11,9,11,7,11,39,14]",2024-12-17,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
what is.liability,9,9,140,71,3.67,https://navan.com/resources/glossary/what-is-liability,1,0,3.00,0,879000000,"[0,0,0,0,0,0,0,0,0,0,100,0]",2024-12-13,"Instant answer, Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask",informational,Organic
typical business class seat,8,8,390,43,0.00,https://navan.com/resources/glossary/business-class,1,0,0.00,0,67700000,"[100,0,0,0,0]",2024-12-17,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
frequent flyer no,8,8,320,23,4.90,https://navan.com/resources/glossary/frequent-flyer-number,1,0,4.00,0.01,18500000,"[5,8,36,24,81,10,6,13,30,6,20,8]",2024-12-23,"Image pack, Sitelinks, Featured snippet, Image, People also ask, Related searches, Discussions and forums",informational,Organic
red eye fligh,9,9,260,38,0.54,https://navan.com/resources/glossary/what-is-red-eye-flight,1,0,0.00,0.13,414000000,"[0,100,0,0,0,0,0,0,0,0,8,0]",2025-01-03,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
define business class,7,7,70,56,0.00,https://navan.com/resources/glossary/business-class,1,0,0.00,0,963000000,"[33,23,33,23,33,23,33,33,33,33,23,33]",2024-12-18,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
travelling expenses format,4,4,50,22,4.32,https://navan.com/blog/insights-trends/travel-expense-report-template,1,0,4.00,0.13,260000000,"[0,0,0,0,100,52,41,41,41,52,52,29]",2025-01-03,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
emergency exit row,5,5,50,22,0.00,https://navan.com/resources/glossary/what-is-emergency-exit-row,1,0,0.00,0,15200000,"[14,14,100,14,64,14,64,64,78,14,14,14]",2024-12-11,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
what is skycap service,4,4,50,11,0.00,https://navan.com/resources/glossary/what-is-skycap,1,0,0.00,0,77900,"[18,63,18,18,81,81,18,81,63,63,45,45]",2024-12-21,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
what is company capitalization,4,4,50,38,0.00,https://navan.com/resources/glossary/what-is-capitalization,1,0,0.00,0.01,52300000,"[18,18,18,18,81,18,81,100,100,63,63,63]",2025-01-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
discretionary expenses examples,9,9,210,24,0.00,https://navan.com/resources/glossary/what-is-discretionary-expense,1,0,0.00,0,16700000,"[19,29,29,23,15,29,15,15,29,44,36,23]",2025-01-05,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
airplane exit,5,5,70,19,0.00,https://navan.com/resources/glossary/what-is-emergency-exit-row,1,0,0.00,0.02,34000000,"[63,63,100,45,63,45,45,45,63,45,45,45]",2024-12-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
sample travel expense report,6,6,70,27,5.60,https://navan.com/blog/insights-trends/travel-expense-report-template,1,0,5.00,0.25,22000000,"[63,45,81,63,81,81,81,63,63,81,45,100]",2024-12-26,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums",informational,Organic
what is t and e,10,10,170,16,0.00,https://navan.com/resources/glossary/what-is-travel-and-expense-t-and-e,1,0,0.00,0,25270000000,"[65,65,65,65,65,53,53,65,65,53,53,53]",2024-12-26,"Image pack, Reviews, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
trusted traveller programs,4,4,110,60,0.00,https://navan.com/resources/glossary/what-is-trusted-traveler-program,1,0,0.00,0,582000,"[0,35,0,5,3,0,66,0,100,6,0,0]",2024-12-12,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches",navigational,Organic
business travel expenses list,6,6,70,37,5.76,https://navan.com/blog/insights-trends/business-travel-expenses-list,1,0,5.00,0.38,222000000,"[23,23,33,52,33,42,23,23,23,33,80,80]",2024-12-26,"Image pack, Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
what does itemized receipt mean,5,5,50,9,0.00,https://navan.com/blog/insights-trends/what-is-an-itemized-receipt,1,0,0.00,0,6220000,"[9,52,42,19,19,19,23,23,23,19,23,23]",2024-12-24,"Image pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
navan palo alto,2,2,110,43,0.00,https://navan.com/blog/culture/tripactions-celebrates-new-hq-in-palo-alto,1,0,0.00,0.03,52900,"[50,50,64,64,78,100,100,78,50,78,100,100]",2024-12-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, People also ask, Related searches","informational, transactional",Organic
e ticketing,8,8,320,35,0.54,https://navan.com/resources/glossary/what-is-electronic-ticket,1,0,0.00,0.07,4230000000,"[24,100,45,45,55,1,1,1,1,0,24,0]",2024-12-14,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches, Things to know",informational,Organic
airports codes,10,10,390,62,0.00,https://navan.com/resources/glossary/what-is-airport-code,1,0,0.00,0,37200000,"[13,16,20,20,20,100,45,30,30,16,2,3]",2024-12-17,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, Things to know",informational,Organic
international low cost carriers,6,6,90,40,0.96,https://navan.com/resources/glossary/low-cost-carrier,1,0,0.00,0.34,74700000,"[100,100,78,100,78,64,50,64,50,50,35,35]",2024-12-15,"Sitelinks, Image, People also ask, Related searches",commercial,Organic
how wide is a seat on a plane,8,8,260,45,0.00,https://navan.com/resources/glossary/what-is-seat-width,1,0,0.00,0,67000000,"[82,82,66,66,66,66,82,82,66,53,43,43]",2024-12-12,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
managing travel expenses,8,8,140,17,37.98,https://navan.com/blog/insights-trends/12-best-practices-for-managing-employee-travel-expenses,1,0,37.00,0.17,249000000,"[65,21,34,43,43,34,28,28,100,28,28,34]",2024-12-24,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
seat dimensions,5,5,260,45,0.00,https://navan.com/resources/glossary/what-is-seat-width,1,0,0.00,0,199000000,"[81,29,43,66,66,81,43,22,35,29,66,66]",2024-12-30,"Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches",informational,Organic
navan revenue,7,7,90,32,0.00,https://navan.com/blog/news/what-happened-at-navan-in-2023,1,0,0.00,0,452000,"[41,17,17,41,52,64,52,64,64,64,41,64]",2024-12-28,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
work retreat,10,10,390,23,5.15,https://navan.com/blog/traveler-experience/unique-corporate-retreat-locations-ideas-venues,1,0,5.00,0.06,265000000,"[36,54,66,54,66,54,54,54,54,54,66,81]",2024-12-19,"Sitelinks, Reviews, Image, People also ask, Related searches, Discussions and forums",informational,Organic
travel platform,8,8,170,60,7.06,https://navan.com/,1,0,7.00,0.36,1470000000,"[8,6,10,13,10,8,6,8,8,10,36,24]",2024-12-25,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
b2b travel solution,4,4,70,26,62.56,https://navan.com/blog/insights-trends/the-7-best-b2b-travel-solutions-for-corporate-efficiency,1,0,62.00,0.01,69800000,"[0,0,100,0,35,0,3,1,0,0,0,8]",2024-12-11,"Sitelinks, Reviews, Ads top, People also ask, Discussions and forums, Ads middle, AI overview",commercial,Organic
expense journal entry,10,10,210,21,3.92,https://navan.com/resources/glossary/what-is-journal-entry,1,0,3.00,0.03,41000000,"[43,43,66,66,43,54,43,35,35,43,54,43]",2024-12-29,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
what is car allowance,6,6,70,24,5.10,https://navan.com/resources/glossary/car-allowance,1,0,5.00,0.02,151000000,"[42,23,33,14,23,33,23,14,33,14,23,66]",2024-12-27,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
cost controls,8,8,90,26,4.50,https://navan.com/resources/glossary/what-is-cost-control,1,0,4.00,0.11,2940000000,"[10,5,10,7,5,10,44,10,5,5,7,7]",2024-12-19,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
airline fare classes,5,5,70,37,0.00,https://navan.com/resources/glossary/what-is-fare-class,1,0,0.00,0.02,17600000,"[50,50,64,64,64,50,50,64,64,50,50,50]",2024-12-19,"Knowledge panel, Sitelinks, Image, People also ask, Related searches, Discussions and forums",informational,Organic
navan help center,3,3,110,15,0.00,https://navan.com/contact,1,0,0.00,0.01,800000,"[42,33,52,33,52,42,52,52,80,66,100,100]",2024-12-13,"Image pack, Sitelinks, Reviews, Video, Related searches","navigational, transactional",Organic
navan help center,4,4,110,15,0.00,https://navan.com/expense-support,1,0,0.00,0.01,800000,"[42,33,52,33,52,42,52,52,80,66,100,100]",2024-12-13,"Image pack, Sitelinks, Reviews, Video, Related searches","navigational, transactional",Organic
navan help center,5,5,110,15,0.00,https://navan.com/resources,1,0,0.00,0.01,800000,"[42,33,52,33,52,42,52,52,80,66,100,100]",2024-12-13,"Image pack, Sitelinks, Reviews, Video, Related searches","navigational, transactional",Organic
what is international driver license,10,10,170,72,0.83,https://navan.com/resources/glossary/international-drivers-license,1,0,0.00,0.05,189000000,"[0,0,67,100,0,0,0,0,0,0,0,0]",2025-01-04,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
non refundable ticket,8,8,90,43,0.00,https://navan.com/resources/glossary/what-is-non-refundable-ticket,1,0,0.00,0.01,20200000,"[26,34,34,26,26,26,34,34,34,26,42,34]",2024-12-16,"Sitelinks, Reviews, Video, People also ask, Related searches","commercial, informational",Organic
tour startup,6,6,50,21,0.00,https://navan.com/blog/traveler-experience/top-10-travel-startups-to-watch,1,0,0.00,0,54600000,"[11,11,11,11,11,11,52,64,64,41,82,11]",2025-01-07,"Video, Related searches",informational,Organic
aile seat,9,9,260,36,0.00,https://navan.com/resources/glossary/what-is-aisle-seat,1,0,0.00,0,70600000,"[6,0,2,0,8,62,36,5,8,5,36,24]",2024-12-17,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
business travel booking software,6,6,170,52,77.48,https://navan.com/,1,0,77.00,0.11,44400000,"[11,0,6,100,54,0,15,8,18,11,15,100]",2024-12-13,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
spend cube,8,8,210,10,12.81,https://navan.com/resources/glossary/what-is-spend-cube,1,0,12.00,0.08,64300000,"[53,43,65,65,65,53,65,65,53,65,81,100]",2025-01-02,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
recurring cost,9,9,210,27,0.00,https://navan.com/resources/glossary/what-is-recurring-expense,1,0,0.00,0,218000000,"[43,53,81,81,100,65,43,43,43,53,65,81]",2025-01-07,"Video, Featured snippet, People also ask, Related searches",informational,Organic
location surcharge,6,6,50,8,0.00,https://navan.com/resources/glossary/premium-location-charge,1,0,0.00,0,69400000,"[9,9,42,9,42,42,42,14,52,9,9,9]",2024-12-16,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
